Linux 3.11.0-17-generic (axle) 	05/11/14 	_x86_64_	(64 CPU)

20:14:28        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:15:28        all      2.94      0.00      0.46      0.00      0.00     96.59
20:16:28        all      3.17      0.00      0.23      0.01      0.00     96.59
20:17:28        all      2.89      0.00      0.57      0.01      0.00     96.52
20:18:28        all      3.06      0.00      0.37      0.00      0.00     96.57
20:19:28        all      3.01      0.00      0.37      0.01      0.00     96.60
20:20:28        all      3.17      0.00      0.25      0.00      0.00     96.58
20:21:28        all      3.16      0.00      0.25      0.00      0.00     96.59
20:22:28        all      2.88      0.00      0.53      0.00      0.00     96.58
20:23:28        all      3.22      0.00      0.19      0.00      0.00     96.59
20:24:28        all      2.92      0.00      0.50      0.00      0.00     96.58
20:25:28        all      3.18      0.00      0.24      0.00      0.00     96.58
20:26:28        all      2.84      0.00      0.58      0.00      0.00     96.57
