Linux 3.11.0-17-generic (axle) 	05/11/14 	_x86_64_	(64 CPU)

20:27:00        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:28:00        all     25.88      0.00      4.66      0.73      0.00     68.73
20:29:00        all     27.92      0.00      3.21      0.07      0.00     68.80
20:30:00        all     22.96      0.00      5.30      0.16      0.00     71.58
20:31:00        all     22.02      0.00      3.31      0.00      0.00     74.67
20:32:00        all     21.30      0.00      4.22      0.05      0.00     74.43
20:33:00        all     18.94      0.00      3.82      0.06      0.00     77.18
20:34:00        all     21.44      0.00      3.05      0.02      0.00     75.49
20:35:00        all     24.18      0.00      3.49      0.02      0.00     72.30
20:36:00        all     20.96      0.00      3.47      0.01      0.00     75.56
20:37:00        all     19.43      0.00      3.89      0.02      0.00     76.66
20:38:00        all     21.78      0.00      4.24      0.01      0.00     73.97
20:39:00        all     26.24      0.00      4.06      0.01      0.00     69.69
20:40:00        all     24.69      0.00      3.34      0.01      0.00     71.96
20:41:00        all     21.31      0.00      3.44      0.02      0.00     75.23
20:42:00        all     21.55      0.00      3.51      0.03      0.00     74.91
20:43:00        all     24.67      0.00      3.24      0.00      0.00     72.08
20:44:00        all     22.91      0.00      3.59      0.04      0.00     73.46
20:45:00        all     23.77      0.00      3.39      0.02      0.00     72.82
20:46:00        all     27.01      0.00      3.22      0.02      0.00     69.75
20:47:00        all     24.66      0.00      3.81      0.01      0.00     71.53
20:48:00        all     19.42      0.00      3.39      0.02      0.00     77.16
20:49:00        all     21.16      0.00      3.19      0.00      0.00     75.65
20:50:00        all     21.74      0.00      3.44      0.01      0.00     74.80
20:51:00        all     21.56      0.00      3.21      0.03      0.00     75.19
20:52:00        all     25.19      0.00      3.44      0.02      0.00     71.36
20:53:00        all     24.24      0.00      3.42      0.05      0.00     72.29
20:54:00        all     25.15      0.00      3.95      0.04      0.00     70.86
20:55:00        all     22.43      0.00      4.01      0.02      0.00     73.54
20:56:00        all     20.81      0.00      3.74      0.03      0.00     75.41
20:57:00        all     23.25      0.00      4.16      0.04      0.00     72.55
20:58:00        all     21.10      0.00      3.40      0.01      0.00     75.48
20:59:00        all     18.54      0.00      4.17      0.00      0.00     77.28
21:00:00        all      5.93      0.00      0.69      0.03      0.00     93.35
21:01:00        all      3.11      0.00      0.30      0.00      0.00     96.58
21:02:00        all      3.09      0.00      0.33      0.02      0.00     96.55
21:03:00        all      3.08      0.00      0.36      0.02      0.00     96.54
