# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1415217818;64782.10;1.32;-67162.62
axle;60;1415217878;-21358.33;1.48;22944.50
axle;60;1415217938;-7429.67;0.72;8371.18
axle;60;1415217998;-8471.20;0.77;8467.15
axle;60;1415218058;-8403.73;1.18;8424.97
axle;60;1415218118;-11011.48;0.77;3281.57
axle;60;1415218178;-29133.52;1.08;4734.63
axle;60;1415218238;-31017.57;1.17;20376.65
axle;60;1415218298;18829.73;1.55;6395.28
axle;60;1415218358;-5427.00;1.12;5413.58
axle;60;1415218418;-12526.63;0.70;12504.68
